ponumber,invoice_quantity,invoice_dollars,freight,risk_score
91936,6,133.74,61.81,0.701541882328127
18784,29,558.83,62.6,0.7014330807018951
54025,5,386.2,31.77,0.7014187255951204
75725,25,352.75,41.9,0.701409450619314
87271,8,49.6,52.44,0.7013509335585647
53832,9,83.88,39.42,0.7013065347899968
84419,7,427.21,24.88,0.7012852587589374
72734,14,494.34,26.25,0.7012717279441691
38730,81,2165.94,135.65,0.7012299962646202
97396,32,1984.0,66.44,0.7012145337245015
97194,42,2005.92,66.78,0.701172217419782
38208,8,342.24,47.57,0.7011526221639298
53107,94,4735.72,118.5,0.701089359501625
76140,32,2340.48,42.96,0.7010102722526742
54423,6,378.06,77.62,0.7009664128937088
84881,92,1132.52,67.95,0.7009519849462378
91619,20,1288.8,39.05,0.7009343163603731
24079,19,1394.03,52.33,0.7009160819210113
36760,51,532.95,75.0,0.7009013622249703
84139,6,301.5,79.4,0.700856304225724
97079,5,341.4,41.0,0.7008312523735105
84512,5,340.15,25.91,0.7008103633741904
13860,6,390.18,38.38,0.7007922438558696
75910,84,2100.0,102.54,0.7007844473384237
99141,5,263.2,59.0,0.7007432665179173
94151,11,302.28,42.37,0.7007405769611252
85103,9,197.46,27.46,0.7007158293577244
71831,4,185.44,54.99,0.7006913773588033
86679,9,636.84,62.04,0.7006659440378092
78009,20,1242.6,96.97,0.7006466102996404
97498,6,95.94,32.52,0.7005835909729182
28538,33,101.31,61.44,0.7005623608215281
79581,21,1362.27,50.63,0.7005431658145566
93785,19,1262.36,26.32,0.7005206628101344
29925,7,345.31,40.09,0.700439165597232
94027,51,4079.49,82.95,0.7004289148733682
79497,4,203.12,36.24,0.7003397681484524
15166,8,206.56,35.61,0.7003125002998394
66908,9,33.03,40.92,0.7002767849298177
55390,3,127.26,49.9,0.7002737360797905
51065,6,155.28,66.8,0.7002581115921718
37714,72,4684.32,102.26,0.7002154589210008
30125,11,260.48,38.67,0.7002004952039373
20085,37,2720.24,72.19,0.7001798157484407
94046,82,4806.02,177.52,0.7001709947076691
69709,8,83.2,81.75,0.7001187515751925
88877,3,141.96,41.03,0.7001039414673292
27560,10,274.2,30.14,0.7000985932582828
64817,6,464.4,55.74,0.7000509257381533
29155,17,686.46,93.72,0.7000428064563634
89125,58,1222.64,92.19,0.6999692878948683
70009,28,1895.32,92.91,0.6999306961016458
90980,149,6800.9400000000005,169.07,0.6998863343073274
63842,7,78.75,58.45,0.6997561360722426
97865,7,474.6,51.32,0.6996575141152649
39129,77,1925.0,138.8,0.6996036965935557
42913,17,1327.53,34.36,0.699602569345008
66767,84,5449.08,112.92,0.6995368089797253
70922,3,168.18,45.54,0.6995340850054689
94655,4,273.52,61.56,0.6995166745186152
95089,11,134.75,53.75,0.699509700905922
91059,5,285.55,31.36,0.6995003276270095
49760,7,510.65,39.65,0.6994510294933258
70283,6,229.2,31.17,0.6994231322214947
89116,26,214.24,86.29,0.6993887081776552
11925,61,2425.36,52.26,0.69936775689634
46654,5,232.65,59.96,0.6993602159585237
35926,6,431.28,71.94,0.699327317567402
54820,28,1407.0,95.35,0.6991845633274449
20553,64,4657.92,119.18,0.6991706179236382
43746,7,74.76,74.58,0.6991637978298512
74479,43,3126.1,102.37,0.6991547736345669
25356,50,3023.0,100.3,0.6991403779085222
77304,6,168.84,61.25,0.6991250356096358
88795,64,3914.88,111.66,0.6990408016848964
82118,44,553.96,108.67,0.6990284707660016
51964,95,5114.8,124.73,0.6989982945726004
65779,4,278.36,35.0,0.6989816237229827
73728,20,1426.2,56.59,0.6989804769501846
86824,18,1184.4,37.67,0.6989712907777644
87282,44,2559.04,65.77,0.6989324759091096
74787,10,716.3,39.4,0.6989121934403442
43465,6,224.7,79.95,0.6988941196154755
70415,38,222.3,96.44,0.6988664306948468
94842,8,44.48,79.82,0.6988261827873736
30291,54,4212.0,71.5,0.6988230886919179
46667,33,2426.16,74.27,0.6987094347318528
12505,40,2783.6,48.95,0.6986960629329402
38816,24,1135.68,57.13,0.6986791719546614
92354,5,387.15,45.98,0.6986329707566727
71742,29,204.16,66.23,0.6985505381267709
70516,7,348.88,32.73,0.6984923105749694
48938,33,1262.28,66.91,0.6984276633496194
80831,5,168.95,28.05,0.6983330329410522
17042,6,450.9,56.53,0.6982761041728597
93859,19,602.11,28.57,0.6982489945000028
97744,3,182.67,41.51,0.6982471655115662
86531,48,2160.0,97.78,0.6981506065208032
29313,5,79.95,37.85,0.6981228682078712
12346,30,1033.5,52.9,0.6979910078596868
16968,11,245.19,43.57,0.6979889659504658
93896,3,130.74,72.76,0.6979770140328897
17362,8,130.4,38.03,0.6979767230284131
59065,8,88.96,49.9,0.6978253904006012
88531,12,50.88,75.49,0.6977895224343053
27754,5,84.7,42.37,0.6977770126047587
14629,8,565.2,90.24,0.6977436388333944
35759,13,850.59,37.17,0.6977193322089483
87718,3,38.19,47.81,0.6976856997216397
51314,57,2897.31,55.7,0.6976667560836642
55606,4,193.24,52.82,0.6976519395265485
36376,7,68.39,32.05,0.6976299032763253
96111,6,66.72,58.31,0.6976124463775828
49520,5,177.5,41.02,0.6976000033782441
83703,94,4357.84,142.2,0.697598506603633
12055,7,233.1,71.26,0.6975746433225033
55215,21,877.8,98.08,0.6975740483318305
84309,43,3420.22,45.74,0.697542513184344
84223,6,96.84,54.93,0.6975396786092778
27349,100,5765.0,116.05,0.6974885740199935
91609,4,52.0,48.75,0.6974828816272618
21124,15,388.95,67.22,0.697469384436719
68613,28,139.44,78.91,0.697453705903192
60676,39,2156.31,116.34,0.6974278410216236
53762,9,247.32,33.5,0.6974001618826661
74312,39,1526.46,90.62,0.6973970691891622
26104,38,2692.68,62.4,0.6972890104445859
35300,10,194.6,50.43,0.6972464474290179
34549,9,261.45,40.74,0.6972169500014792
35470,5,175.7,38.67,0.6971827399660351
38436,3,168.81,58.86,0.6971106381384757
74479,33,2465.43,75.63,0.6970988178803208
88632,4,299.76,48.32,0.697033824487586
14617,6,223.02,35.43,0.6969372998173851
53081,7,234.78,37.06,0.6969141982849189
44969,47,1186.28,104.53,0.6968180569450956
36221,82,4131.16,91.12,0.6968021663274612
66381,48,3454.56,106.1,0.6967665281438361
23099,5,332.9,56.49,0.6967467990857206
68673,4,306.48,60.64,0.6967083838300047
18452,3,78.93,37.85,0.6966777298552759
21108,82,3131.58,157.28,0.6966686225004385
80172,14,679.7,49.98,0.6966494862515553
81410,6,366.6,94.47,0.6966344414243673
66333,8,66.8,48.64,0.6966329265265471
77328,3,132.09,42.11,0.6966244656382562
84881,96,1185.6,90.88,0.6966162453630517
16610,5,227.2,60.88,0.6966109099594937
39155,84,5491.08,97.91,0.6965866460014489
70723,8,313.84,62.11,0.6965553102296758
96217,21,707.91,38.66,0.6965280268368106
21966,6,421.74,47.11,0.6964713842631454
84727,6,107.4,68.3,0.6964050530052869
39349,41,437.88,70.92,0.696385071140159
50735,7,512.96,62.01,0.6963679985848831
64687,7,264.81,50.22,0.6963607233905978
92714,42,2042.04,53.8,0.6963563832033349
11669,39,1562.73,108.76,0.6963368735028155
89139,12,76.92,54.73,0.6962896117106787
86982,10,559.3,42.85,0.6962324918310289
67537,8,35.28,33.8,0.6962268557295664
61020,6,144.78,43.05,0.696166260287855
25527,2,119.0,44.62,0.6961610174477173
19382,4,196.84,43.47,0.696152813207816
15760,90,5859.0,112.42,0.6960926397041274
90765,6,242.16,83.97,0.6960863413462697
19242,65,5008.9,103.29,0.696067664655183
79311,48,2791.68,60.38,0.6960638050346925
18891,23,451.72,38.34,0.6960289211531367
54111,7,520.45,95.62,0.6960106585682322
83219,6,154.32,52.79,0.6959963843375598
68407,8,27.04,53.97,0.6959858505094235
25726,8,386.0,35.82,0.6959593330537592
87643,9,58.41,73.9,0.6959573357242979
55008,23,1555.49,30.95,0.6959280023627312
18960,6,101.64,47.77,0.695883712573301
13947,14,527.8,65.37,0.6958198724563668
52215,16,50.88,57.57,0.6957901036444514
11630,6,127.8,58.19,0.6957811065646858
63021,3,101.13,30.9,0.6957705475265531
21662,86,6189.42,140.61,0.6957613339548807
90707,5,315.25,40.21,0.6957558613817623
51636,30,2095.2,111.18,0.6956281290254983
17884,23,170.66,31.22,0.6956212928809011
57768,17,139.91,96.58,0.6955856832356823
62041,62,1044.08,58.42,0.6955560154474982
84434,5,145.5,73.19,0.6955497554875918
98457,8,607.84,64.84,0.6955169564918884
25214,63,2406.6,107.42,0.6953779032745067
57327,100,732.0,157.83,0.6953447652594992
66152,26,188.24,61.21,0.695336752131414
83983,15,166.95,48.49,0.6952454828236566
62389,14,73.22,54.96,0.695236029652828
11234,23,281.98,39.97,0.6952254625907639
19945,12,93.24,28.95,0.6951331547586276
48617,4,310.08,34.56,0.6950722636670653
67080,4,156.04,61.32,0.6950590999131677
46752,5,290.2,48.7,0.6950435128094055
13356,10,112.6,91.55,0.6950429210307215
48335,6,168.66,76.02,0.6949969661864875
92630,77,5534.76,118.23,0.6949585354195047
68451,11,72.6,82.98,0.6949098652012518
84648,96,1409.28,116.17,0.6948773509038463
40616,7,225.96,79.02,0.6948540094589495
14614,3,210.54,34.23,0.6948082328897153
26713,8,346.96,58.55,0.6948039692043837
36400,34,963.22,91.75,0.69476705824162
54780,3,138.75,30.95,0.6947343479863763
76302,75,5479.5,98.95,0.6947198666124254
11722,76,1699.36,107.79,0.6946532100197722
64044,17,226.44,29.06,0.694604640688836
21086,44,2266.88,80.0,0.6945905195429893
81339,7,55.79,45.14,0.6945146202048672
41444,5,288.7,54.89,0.6944707953831701
78464,10,82.9,46.17,0.6944552837982445
77926,10,184.1,47.06,0.6944248205508767
95473,6,392.58,38.23,0.6943349382767183
67225,11,398.53,75.85,0.6943250200115575
40553,12,695.28,80.33,0.694311083982403
64763,15,407.7,37.28,0.6943070368391889
63696,7,143.36,53.3,0.6942738220616333
91027,35,169.4,47.28,0.6942495187442588
31905,71,2338.74,60.47,0.6941873553646702
23100,7,477.96,32.05,0.6941489002775533
40998,28,1725.64,81.94,0.6941174379691374
23962,3,103.35,31.3,0.6941155793015809
61568,5,241.25,36.27,0.6940617204442537
61807,41,863.87,48.32,0.6940455991084084
16227,7,74.48,67.99,0.6939847211615078
94684,31,1399.03,69.01,0.6939806231211775
92150,48,2412.0,96.25,0.6939183175905121
73084,5,303.8,30.45,0.6938714345856505
22312,7,501.41,37.14,0.6938359333171603
31822,78,2405.52,61.29,0.6937503326634595
49358,11,720.39,39.83,0.6937000629651876
37282,14,825.58,54.95,0.6936111718460085
52195,17,584.29,40.89,0.6936094145131673
50067,15,906.3,75.89,0.69360740070498
92666,5,238.45,34.83,0.6935905718179216
42672,91,5824.91,104.63,0.6935760519539013
72120,12,612.36,71.53,0.6935452886765713
70045,7,369.81,82.87,0.6935346829577675
38816,47,310.2,100.97,0.6934752506471527
24218,9,46.35,45.92,0.6934025208487792
42551,40,2934.8,64.4,0.6933540406115486
51534,5,236.3,37.35,0.6933499398591039
25356,87,5909.04,150.73,0.6933209490264987
43445,3,213.93,30.92,0.6932665976646607
78653,31,728.19,50.36,0.6932584810922494
30191,20,582.0,105.18,0.6932155264638089
40704,4,82.32,36.17,0.6931628869083342
98370,12,62.76,46.86,0.6930097917921403
72879,6,424.56,77.6,0.6929761694852087
53908,6,136.5,39.85,0.6929034105414088
28951,5,306.0,61.35,0.6928635696780362
44368,3,48.06,55.4,0.6928601364679254
38730,74,4869.2,72.62,0.6928045618955826
11925,53,1194.62,61.79,0.6927695773267672
67781,42,2857.26,96.77,0.6927322911233978
69325,6,438.84,28.85,0.6926914921334109
12760,40,826.0,104.11,0.6926643151100447
63486,38,278.16,74.65,0.692630966882664
18218,5,146.5,67.08,0.6926171258258
87468,45,2726.1,76.55,0.6925814835616279
42746,17,1273.98,60.01,0.6925696557362777
77480,7,91.21,29.14,0.6925424947087573
63137,100,4831.0,108.7,0.6924937469679553
14993,31,2232.93,80.08,0.6924931245629096
51026,6,266.16,36.58,0.692412898486564
81522,15,854.25,62.21,0.6924072242880117
75910,74,2282.16,90.26,0.6923557499283357
47556,99,7072.56,92.39,0.6923520618775211
56898,9,243.72,32.98,0.6923497470052302
31732,37,261.96,114.81,0.6923102104516654
92409,55,2453.55,101.44,0.6923044785821381
91448,3,134.46,49.63,0.6922969119049588
62211,5,110.75,52.33,0.6922949922555288
53464,9,297.36,55.17,0.6922926497450489
25098,6,320.76,35.49,0.6922344564754863
31500,5,128.8,56.52,0.6922101619973768
18784,40,3178.8,78.13,0.6921717407267538
72672,9,226.8,28.03,0.6920805814347375
55787,6,116.46,66.14,0.6920647098069215
86435,88,580.8,100.95,0.6919696225401338
94626,16,261.6,43.48,0.6919053581233064
65182,3,125.07,31.72,0.6918690720681517
39182,5,228.15,38.32,0.6918137461378436
46185,18,84.78,36.83,0.6917207894932514
25208,61,4052.84,67.4,0.6916428202075703
60415,20,848.6,49.25,0.6915867845529028
60822,14,583.66,30.53,0.6915370814225414
10099,6,200.28,27.33,0.6915312012883471
74893,3,208.86,28.46,0.691527199591971
24466,14,59.36,80.55,0.6915271353419324
27239,71,5081.47,94.93,0.6915131670334267
62452,13,974.22,60.79,0.691502932011526
21365,14,294.98,48.91,0.6914892196629098
83008,61,3225.07,74.1,0.691473075212438
11669,22,266.64,61.16,0.6913208055641753
16740,9,174.78,35.24,0.6911778908394683
37823,40,456.4,95.64,0.6911592507103022
40107,46,1557.1,50.9,0.6911506465862858
18131,78,5612.1,73.82,0.6910836117868968
99718,60,4437.0,121.43,0.6910214919963744
48218,7,455.21,55.55,0.6909633344109136
33675,5,278.05,37.78,0.6909550111940718
63687,11,430.76,91.16,0.6908520010833294
46609,3,147.15,64.62,0.6907910185540619
17498,4,255.6,38.53,0.6907861102270912
69033,4,246.4,57.57,0.6907840555303779
31160,82,5521.06,93.03,0.690772320271742
78483,3,76.65,51.83,0.6906729455396868
94901,7,188.58,27.43,0.690631824802752
10455,28,2039.8,61.8,0.6906202977379461
35564,4,191.36,56.29,0.6906144102375078
84737,70,1440.6,127.22,0.6905569741607204
42530,6,242.76,45.35,0.6904477836866325
11049,17,217.94,90.36,0.6903619685679971
92984,88,5778.08,143.15,0.690277360162677
20641,3,111.51,33.92,0.6902492416784443
90973,35,393.75,44.69,0.6901666364848579
63486,38,1295.42,48.89,0.6900715574741654
66983,3,199.74,44.67,0.6900230263245024
91955,9,38.25,51.73,0.6899511783460136
70442,20,97.2,93.3,0.6898251867925616
60113,67,2354.38,75.76,0.6898085169548164
80865,84,4711.56,99.74,0.6898070494769807
65257,59,2237.28,114.73,0.6897925180889334
46875,87,6245.73,108.08,0.6897604368259402
18847,41,1067.64,75.9,0.6896817464160548
95549,8,530.56,50.56,0.6896181605399576
38121,8,385.2,41.16,0.6895405585760814
88779,8,291.92,32.58,0.6895279274158207
90593,6,83.76,53.82,0.6895145980864846
51021,43,3359.59,68.71,0.6894880931924752
10460,9,420.66,28.76,0.6894621661126457
53873,6,384.06,45.71,0.6894394675670161
36436,81,3990.87,145.72,0.6894190834289082
15819,25,1128.25,37.41,0.689403266192951
16608,45,2029.5,122.98,0.6893938660298433
69423,32,1576.64,119.05,0.6893184874180956
19896,2,70.28,53.35,0.6892858100599218
36964,3,181.38,59.21,0.6892480150302779
63028,95,7354.9,92.91,0.6892167206914932
77529,11,666.05,74.67,0.6891947527432006
58133,6,129.66,38.64,0.6891875752834352
71943,29,1790.17,101.9,0.6891854854113707
82584,46,3436.66,111.11,0.6891337499838062
92708,11,531.85,35.57,0.6890621456496744
46847,81,5420.52,97.01,0.6890408513988052
39349,75,1765.5,70.95,0.6890048805484681
40126,6,238.56,58.51,0.688999976202274
59944,55,1230.35,110.57,0.6888165647921667
36173,5,122.7,48.59,0.6888135209145456
80538,5,138.5,36.96,0.6887686607530936
35090,8,520.48,69.33,0.6887632651094494
43911,5,92.95,42.15,0.6887312223146189
67986,6,162.12,46.23,0.6887072179652856
35392,31,1791.18,47.7,0.6886706082010139
81710,16,371.52,91.92,0.6886685983218148
19506,7,206.92,33.67,0.6886591971950817
83526,73,3049.21,135.86,0.6886298954852279
63107,82,428.86,148.26,0.6885481923357514
12346,25,812.5,73.98,0.6885212847193306
11353,92,3822.6,127.69,0.6885069579535968
95398,9,202.86,39.76,0.6884377210109036
56323,30,1948.8,108.88,0.6883383041605475
41002,47,640.14,80.19,0.6883316230996469
91534,8,340.72,88.75,0.6882746320774658
40553,20,106.4,49.04,0.6881871680449996
61747,22,128.7,97.55,0.6881798048595291
56800,24,183.84,50.9,0.6881414747652674
89710,4,295.8,69.43,0.6881382261538553
15560,6,379.62,44.13,0.6880374932075812
62597,84,406.56,122.94,0.6879516355374129
21662,77,5355.35,80.54,0.6878411117587584
20748,4,234.48,54.94,0.6877065639036151
83008,63,3290.49,77.43,0.6877054548466538
55626,6,150.42,46.65,0.6876863598821114
80759,6,201.36,82.57,0.6876212808810511
68695,25,1400.5,52.17,0.6875419722529658
37458,94,5037.46,152.36,0.687479672272825
21673,3,123.45,49.35,0.6874494865745504
16404,10,680.4,44.67,0.6874107593203986
51920,14,67.2,59.5,0.6873602993948631
62253,18,192.24,84.65,0.6873416906301073
22467,85,1082.05,93.67,0.6873187907148341
53538,9,618.84,56.94,0.6872990744486664
22268,8,316.8,36.31,0.6872610753503146
47233,12,93.24,34.6,0.6872576048976136
16077,5,104.7,52.99,0.6871908260989315
92814,9,162.36,54.43,0.6871029305178225
17505,79,1029.37,75.62,0.68707821455977
39349,95,1700.5,116.56,0.6870771579261812
34868,13,180.7,30.32,0.6870734840104341
24292,55,2325.95,91.62,0.6870649285040127
29517,13,258.83,89.67,0.6870235393001418
29227,84,3587.64,81.53,0.6870011307437569
92426,13,887.64,54.47,0.6869877083543939
76701,7,420.0,51.23,0.686987623490668
78871,3,139.5,60.75,0.6869372897654713
70406,20,294.6,61.73,0.6869337849375595
95677,13,660.79,40.01,0.6869058370048103
32502,3,85.77,57.19,0.686873478670571
17883,97,3944.99,143.93,0.6868526834695556
15537,8,169.68,39.41,0.6868194328486175
82039,41,1068.05,61.73,0.6867618631181895
86958,19,725.8,39.19,0.6867520211851807
24292,89,2950.35,148.91,0.6866667263621322
85825,19,243.58,49.5,0.6866642451581136
97111,6,375.12,55.95,0.6865184790672463
59719,6,199.8,63.69,0.6865096996173276
76962,77,2400.86,81.29,0.6864819760631307
33220,9,187.11,35.37,0.6864336811392507
20495,72,4892.4,72.75,0.6864189973736614
36262,3,55.47,57.62,0.6864146728632898
95080,29,1618.2,63.1,0.686303957301432
75804,5,325.3,65.68,0.6862850089932898
77759,39,2357.94,132.38,0.6862580076923497
69368,3,216.33,62.23,0.6862457186225277
80188,43,288.53,98.94,0.6862360457923483
57327,79,5390.17,94.49,0.6860506874385606
95437,60,1350.6,91.02,0.6860281305964908
30738,5,349.2,63.2,0.685991015461632
15395,52,585.52,66.62,0.685895834591935
66870,6,253.74,50.46,0.685855110075144
22408,30,374.1,81.25,0.6858388461399307
43638,7,261.73,32.03,0.6858151337039663
50616,58,3669.66,57.29,0.685727167620669
79805,11,285.23,42.99,0.685726700030254
43634,16,514.4,47.81,0.6857188406232975
20782,6,74.82,60.42,0.6857003539977458
95469,7,229.74,58.66,0.6856875677329237
36932,7,448.07,49.43,0.6856704967532711
85705,10,531.7,84.01,0.6856674586189663
19797,8,98.08,47.63,0.6855301442214937
37484,5,201.2,44.86,0.685528491883953
11751,74,4356.38,95.71,0.6855244988739128
97737,48,455.52,99.58,0.6855142918812329
84563,42,519.54,83.93,0.6855078319660505
60567,70,881.3,127.57,0.685497933647575
91554,7,235.06,51.58,0.68544114407794
80330,8,246.72,36.03,0.685410672214479
11304,3,156.45,45.45,0.6853494341088605
74702,13,560.56,23.81,0.6853009126086131
30903,7,157.22,40.42,0.6852876752186764
77036,40,227.6,74.02,0.6852718133422858
58638,7,66.43,55.05,0.6852320113776063
65107,15,501.9,17.05,0.6852311359584622
76344,9,221.31,43.48,0.6852086358765821
78913,3,67.53,40.82,0.6852079327090188
36886,9,552.69,51.42,0.6851941867839184
90972,23,1509.49,40.58,0.6851889923422316
15704,5,285.0,45.56,0.685107801107667
13004,4,213.76,44.2,0.6850946990837854
21876,18,572.4,75.83,0.6850869533514128
32493,25,512.0,47.46,0.6850750740863212
40524,6,263.1,46.86,0.6850374380088962
28522,22,1083.06,30.9,0.6850174100391342
29923,7,422.94,65.22,0.6849896839075806
93852,32,866.56,81.45,0.6849831940832041
93047,7,532.98,56.52,0.6849422556108269
94661,9,50.04,56.72,0.6849272782535571
87429,5,313.9,38.33,0.6848703610011919
47429,27,892.08,58.5,0.6848367869734506
30754,15,209.4,94.34,0.6847875515478103
45674,28,1814.12,71.43,0.684778638930003
11170,25,1058.0,32.41,0.6847756186757662
44938,12,309.12,96.17,0.6847683893001415
17958,30,752.4,104.79,0.684758283871692
20338,9,364.05,47.82,0.6847286141568868
71653,10,762.2,38.66,0.6846499174818892
43088,9,108.99,50.76,0.6845981092887091
18624,82,3102.06,84.93,0.6845979943439688
26584,53,3701.52,115.26,0.6845078705343288
21726,5,287.2,51.73,0.68445285139487
31432,8,561.36,101.05,0.6844314982006023
85181,60,555.6,114.04,0.6844268879761624
40788,31,1286.5,50.87,0.6844120011736328
14788,26,986.44,90.99,0.6843210584131799
49045,7,275.73,28.56,0.6842883873217969
78629,8,496.8,84.49,0.6842851049451958
57330,6,176.16,41.57,0.6842589411579776
75402,9,52.65,51.95,0.6842456710312551
81118,61,3093.31,60.85,0.6842412076867237
99626,9,646.11,47.25,0.6842289802252242
18624,90,3522.6,91.9,0.6842285573948113
44931,71,657.46,126.74,0.6841512129504764
80436,6,111.54,53.86,0.6840655919698455
98493,5,122.7,49.23,0.6839926317520713
29345,15,721.5,38.0,0.6839702634698701
87371,17,1301.52,29.34,0.6839058609972373
91185,67,922.59,85.22,0.6838905728317711
65411,5,294.35,52.86,0.6838892029499779
35967,11,290.29,60.64,0.6838855369240339
56282,16,77.76,102.38,0.6838652550130233
15031,85,6438.75,117.38,0.6838603193651805
90461,51,2817.75,83.99,0.6838240061223781
37823,33,1721.28,67.44,0.6837844469879396
82833,24,1726.8,50.03,0.6837214088219035
49428,24,860.16,64.96,0.6836749316132508
17919,27,1969.65,81.27,0.6836691456136497
80647,28,1394.12,94.76,0.6836538548368623
70134,6,313.74,77.18,0.6836062905513183
21998,3,98.82,45.58,0.6835992904884015
89422,39,194.22,89.52,0.6835867280006241
14268,22,623.26,91.16,0.6835201540943667
58151,7,546.91,80.0,0.6834758492329525
42625,6,174.6,74.72,0.6834666480704871
34181,27,1600.02,72.34,0.6834491383647926
36039,8,608.72,30.77,0.6834142799783244
32173,5,216.35,34.62,0.6834077240820463
53810,22,1097.36,45.32,0.683405222395996
29083,20,388.2,89.81,0.6833283669522935
46315,4,274.8,46.59,0.6833254650012276
76163,10,318.6,60.12,0.6833155592001078
42899,12,401.52,32.96,0.6832598474702379
49597,9,204.75,45.92,0.6832518140958002
43110,16,315.84,73.98,0.6832495011052092
74060,17,317.73,53.18,0.6832275160346869
19242,81,1010.07,121.99,0.6832102166421439
28671,17,1235.39,45.28,0.6831718100147326
17724,4,148.28,44.58,0.6831506522996045
93729,12,742.2,43.38,0.6831468889615125
50523,8,465.28,63.84,0.6831056058750243
48013,15,1052.7,33.87,0.6830966547939028
79578,26,519.22,56.88,0.6830183629432207
17066,7,259.49,70.06,0.6830117876512112
90046,3,137.04,46.04,0.6829901579697759
67239,10,564.0,54.63,0.682979424183531
24679,8,394.16,71.1,0.6829286821919434
71864,93,4079.91,141.07,0.6828879744419853
18131,73,2213.36,107.48,0.6828269998989726
56723,75,363.0,71.43,0.6827765969583502
46641,73,3252.15,91.38,0.6827695529877923
84470,89,2794.6,89.36,0.6827670975623283
21389,22,985.82,82.72,0.6827528617997353
84118,8,106.56,40.59,0.6827372387219242
26777,14,606.76,33.42,0.682726767252342
70686,6,256.44,33.67,0.6826837375910665
10878,15,709.8,27.01,0.6826469261047523
23551,14,1070.86,88.78,0.6825522803144223
74587,83,4631.4,93.37,0.6825301796669796
89445,25,811.75,89.57,0.6825173340302828
94834,11,98.01,68.44,0.6825045416662499
77759,25,1142.0,40.43,0.6824780229640841
69121,15,184.65,39.61,0.6824698213342448
24960,10,793.4,70.52,0.6824657006354529
92753,48,2615.04,91.36,0.682456900939238
12242,74,5031.26,76.62,0.6824253614819273
95122,68,4108.56,98.58,0.6823785092135479
64666,72,4626.72,119.12,0.6822823879167049
14448,25,555.5,58.32,0.6822755167615586
49051,9,448.56,36.35,0.6821918837646297
65233,24,540.96,46.07,0.6821672451306396
74318,5,111.25,59.38,0.6821668349515086
65458,8,562.32,37.56,0.6820941434567351
87393,20,1167.6,62.49,0.6820927930975305
55998,7,159.39,35.49,0.6820618653459332
95522,5,358.45,45.6,0.6820577518096776
44570,64,4112.64,74.69,0.6820260533690367
93365,22,1729.2,31.49,0.6820137879085698
87630,5,263.2,63.4,0.6819885261051745
12959,5,306.7,45.11,0.6819144480688947
11249,7,287.42,32.36,0.6819054387303151
18074,7,70.14,54.09,0.6818268630227071
21346,35,501.9,79.01,0.6817796021756155
44210,5,255.15,54.76,0.6817527305794215
41250,5,263.2,75.42,0.6817046703838853
40256,6,368.04,39.7,0.6816743962188752
26831,19,300.77,41.09,0.6816661901822706
78699,18,295.56,31.46,0.6816498006140979
56723,79,5432.04,111.77,0.6816438656905408
54562,8,188.32,40.41,0.6815859185815708
29977,3,143.07,49.31,0.6815764848781388
83703,94,522.64,109.78,0.6815750837195241
11085,15,1151.85,29.77,0.6815474027122975
10506,4,202.84,39.93,0.6815326519348561
10902,9,699.12,46.03,0.6815051939082352
54763,25,1681.5,107.77,0.6814957212593393
92065,33,695.64,110.98,0.6814465912713892
12669,46,2513.9,63.43,0.6814382902242415
26649,3,200.46,31.31,0.6813903056579387
75952,3,139.38,60.56,0.6813508848750869
28180,4,146.92,49.3,0.6813065790366385
52165,9,50.31,47.08,0.681300376732347
12208,6,159.24,37.36,0.6812251849502349
29722,15,800.1,45.62,0.6811857423720687
90537,6,420.36,40.63,0.6811471680661042
50796,22,141.02,80.02,0.6811227321217563
81079,59,1097.99,94.75,0.681114114794628
75746,5,186.95,44.79,0.6810890125646271
97384,33,1267.86,78.98,0.6809813642576096
59214,5,211.45,48.12,0.6809644676044972
38071,67,1841.16,101.17,0.6809625596946308
36997,14,1007.58,45.99,0.6808236090906155
49260,10,746.5,67.28,0.6807385374580717
70573,83,2048.44,99.29,0.6807006808416708
47382,87,2424.69,78.94,0.6806917304501244
64182,7,184.73,45.9,0.6806526544853373
44255,22,1115.62,28.89,0.6806435214681748
21776,19,111.15,105.9,0.6805676329708396
98565,13,628.03,34.73,0.6805014542470101
40942,35,2174.55,105.08,0.6805003813813153
84648,92,2016.64,88.28,0.6804269443355465
91797,3,150.69,37.71,0.6804096056524105
19863,3,62.82,50.2,0.6803884938743932
97157,8,443.36,34.44,0.6803160011394743
67570,3,64.8,43.23,0.680296680909759
59497,26,1389.44,80.02,0.6802819763345626
72910,65,3075.8,56.25,0.6802655813615981
46832,9,185.85,38.28,0.6802645155356022
27349,87,3923.7,104.89,0.6802643122330287
34639,10,182.5,64.55,0.6802564300850077
41781,46,352.36,54.32,0.6802437217619308
93274,3,219.42,39.43,0.6802094658991502
84825,6,475.98,55.66,0.6800731304188743
86682,11,174.13,45.62,0.6800715319611672
51380,39,578.37,64.26,0.6800685676212079
72559,27,962.55,60.75,0.6800626497084015
92372,27,1651.59,87.44,0.6800518610814114
76530,5,207.5,45.71,0.6800364010535009
18847,65,4318.6,54.69,0.6800104197041974
31346,70,1592.5,89.08,0.6799959676906767
54453,9,232.92,77.41,0.6799642657957101
21481,8,146.72,51.54,0.6799272926465972
21366,10,334.6,36.74,0.6798153593429872
96332,14,406.0,60.18,0.6798067041378009
