inventoryid,store,city,brand,description,size,onhand,price,startdate
2538,18,South Elizabethberg,"Ruiz, Rodriguez and Lane",Still Product,Large,0,22.96,2024-09-04
2539,10,South Elizabeth,Sullivan-Hubbard,Once Product,Medium,0,94.09,2025-01-13
2540,40,Russellbury,Sawyer-Lane,Store Product,Small,0,94.28,2024-04-08
2541,45,Kaiserborough,Vasquez-Velasquez,Car Product,Medium,0,65.28,2025-03-05
2542,41,Newtonhaven,"Vasquez, Morris and Ramos",Notice Product,Small,228,72.64,2024-08-21
2543,3,Port Josephhaven,Garcia-Ramirez,Expert Product,Medium,0,80.29,2024-06-17
2544,13,Port Nicholas,"Briggs, Morris and Weber",Six Product,Medium,73,25.14,2024-12-12
2545,37,Lake Brandytown,Spencer Group,Lead Product,Small,130,76.67,2024-11-08
2546,16,Cruzberg,Schmidt-Mathews,Eat Product,Large,0,32.5,2025-01-16
2547,6,Jayton,Russell and Sons,Issue Product,Large,89,93.88,2025-01-13
2548,2,North Tony,Osborne-Brown,Right Product,Large,0,79.98,2024-08-30
2549,45,New Chelsea,"Johnson, Moses and Johnson",Doctor Product,Large,88,57.68,2024-07-13
2550,42,North Amanda,Perez-Johnson,Debate Product,Medium,107,5.45,2024-06-15
2551,48,Glendaton,Lyons PLC,Them Product,Large,166,80.16,2024-11-25
2552,17,Rosarioburgh,"Hancock, Peters and Holmes",Oil Product,Medium,145,38.61,2024-11-19
2553,20,Carolland,"Briggs, Morris and Weber",Life Product,Small,0,32.94,2024-05-15
2554,45,Brandonview,Mitchell-Lopez,Live Product,Large,51,51.95,2024-11-26
2555,1,Michaelbury,Cline Ltd,Or Product,Medium,0,55.37,2025-02-07
2556,41,South Sheliaport,Brown-Nelson,Kitchen Product,Small,48,5.63,2025-03-26
2557,26,Dicksonton,Short-Cook,Time Product,Small,0,35.82,2025-02-12
2558,10,New Tonyaberg,Johnson-Bowman,Business Product,Large,16,99.1,2025-03-05
2559,46,Lake Mary,Perkins-Roberts,Eye Product,Medium,140,56.67,2024-12-01
2560,31,New Angelica,Long Ltd,Ok Product,Large,13,63.12,2025-02-16
2561,43,Doyleshire,Price Group,Type Product,Small,66,13.05,2025-01-04
2562,31,North Kimberly,Bailey PLC,Air Product,Small,2,34.06,2024-12-01
2563,7,Thomasberg,"Vasquez, Morris and Ramos",Anything Product,Small,93,41.88,2025-03-10
2564,31,North Andrew,Hunt-Tucker,Great Product,Medium,3,7.25,2024-05-14
2565,17,New Jackie,Walter PLC,Decade Product,Small,0,41.16,2024-09-03
2566,28,Marissaburgh,"Horne, Patton and Martin",Between Product,Medium,63,63.04,2024-05-24
2567,7,Johnsonmouth,"Walker, Maddox and Clayton",Suggest Product,Medium,108,90.72,2024-12-31
2568,46,Russellstad,"Powell, Mcdaniel and Thomas",Against Product,Small,278,35.27,2024-11-08
2569,19,Singhfurt,Brown-Nelson,Kitchen Product,Small,71,5.63,2025-03-29
2570,38,Patrickfort,Dunlap Ltd,Really Product,Medium,55,85.49,2025-02-10
2571,47,West Jennifer,Estrada Inc,Sure Product,Medium,95,37.16,2025-02-03
2572,50,Austinview,Knox Group,Choice Product,Medium,15,48.91,2024-10-02
2573,36,West Marieville,Snyder-Kelly,Again Product,Medium,220,80.19,2024-05-01
2574,49,Blackville,Bennett-Collins,Actually Product,Medium,118,12.88,2024-06-10
2575,48,New Connieland,Snyder Ltd,Face Product,Medium,139,94.2,2024-05-30
2576,9,Mooreside,"Garza, Perkins and Clark",Between Product,Small,0,13.97,2024-05-15
2577,9,Port Brian,Austin PLC,Use Product,Medium,58,42.77,2025-03-24
2578,29,Mcdowellville,Cline Ltd,Few Product,Medium,0,45.22,2024-09-07
2579,14,West Joann,"Kemp, Gillespie and Esparza",Low Product,Large,0,43.69,2024-07-24
2580,20,West Krystal,Hunt-Tucker,View Product,Small,153,46.48,2024-07-25
2581,4,New Maryland,"Kent, Arias and Smith",Often Product,Small,202,21.69,2024-08-30
2582,28,Port John,Brown-Nelson,Though Product,Small,115,63.68,2024-10-01
2583,33,Ernestmouth,Mason-Logan,Future Product,Large,69,7.7,2024-07-06
2584,21,Port Shelly,Gates-Pittman,Bad Product,Large,27,21.46,2025-04-05
2585,46,Edwardsport,Johnson PLC,Set Product,Medium,130,8.83,2024-08-21
2586,42,Annburgh,Zamora Ltd,Actually Product,Small,37,43.07,2025-01-24
2587,13,Andreabury,Smith-Aguilar,Understand Product,Small,97,55.97,2025-01-06
2588,20,Darrellchester,Wagner Group,Deal Product,Medium,156,59.82,2024-12-22
2589,49,Ricardotown,West-Hernandez,Tell Product,Large,0,36.92,2025-01-24
2590,20,Jenniferberg,"George, Macdonald and Harper",Pm Product,Medium,28,12.95,2025-01-03
2591,30,Lake Edwinfurt,"Hancock, Peters and Holmes",Behind Product,Medium,111,15.69,2025-03-28
2592,27,West Johnmouth,Rodriguez-Palmer,Account Product,Large,16,45.68,2024-12-27
2593,14,Gonzalezberg,"Martin, Cline and Kramer",Design Product,Medium,0,55.85,2024-12-16
2594,7,Lake Vanessaburgh,Bennett-Collins,Law Product,Small,12,33.71,2024-11-26
2595,14,Josephville,"Kelly, Smith and Aguilar",Similar Product,Medium,83,94.55,2024-09-23
2596,50,West Aprilland,"Williamson, Fox and Johnson",Tonight Product,Large,0,67.86,2025-01-11
2597,44,East Andrea,Davis-Reyes,Approach Product,Large,0,79.16,2025-01-23
2598,27,Spencerfort,Hunt-Tucker,View Product,Small,154,46.48,2025-01-24
2599,36,Michaelland,"Wright, Winters and Dominguez",Ability Product,Medium,118,75.25,2025-02-03
2600,18,Port Kelsey,Thomas LLC,Investment Product,Large,87,81.23,2024-12-28
2601,20,Port Lucas,Day and Sons,Particularly Product,Small,170,53.4,2024-07-12
2602,20,Lake Pamela,Perkins-Roberts,Require Product,Small,67,76.72,2024-06-30
2603,4,Port Toni,Charles Ltd,Pm Product,Small,218,7.77,2024-04-18
2604,35,Donaldview,Burns and Sons,Entire Product,Small,183,90.0,2024-12-06
2605,31,West Donnahaven,"Bradley, Baker and Mcneil",Political Product,Large,175,19.54,2024-04-21
2606,30,South Christine,"Ruiz, Rodriguez and Lane",Training Product,Large,92,10.42,2024-09-26
2607,21,West Scott,Knapp-Wolf,Doctor Product,Medium,19,29.85,2024-12-27
2608,41,Valeriefurt,Conrad and Sons,Seat Product,Small,208,70.48,2024-12-18
2609,10,South Joshuaberg,"Freeman, Larson and Clark",Life Product,Small,257,37.96,2024-07-20
2610,5,West Jenniferhaven,Williams-Mcintosh,Stop Product,Small,54,47.41,2025-02-17
2611,37,East Mary,Sullivan-Choi,Entire Product,Small,90,18.05,2024-09-05
2612,9,Vanessashire,Long Ltd,Area Product,Large,0,10.76,2024-08-05
2613,38,North Rebecca,Kim-Gonzalez,Up Product,Medium,86,88.55,2025-03-27
2614,40,Port Tiffanyfort,Sawyer Inc,Value Product,Small,39,8.95,2025-03-03
2615,27,Michellechester,"Dunn, Martinez and Brandt",Goal Product,Small,41,78.44,2025-02-18
2616,41,Smithfurt,Roy Group,Dream Product,Large,0,54.42,2024-11-18
2617,8,Meghantown,Mcpherson and Sons,Lose Product,Large,0,36.14,2024-06-25
2618,24,Jonesbury,Davis-Russell,Family Product,Medium,117,72.59,2024-11-05
2619,49,East George,Russell and Sons,Add Product,Large,105,15.55,2025-03-31
2620,6,West Lawrence,"Walker, Maddox and Clayton",Stop Product,Medium,91,86.46,2024-06-28
2621,13,West Loriport,Howard Inc,Campaign Product,Small,256,91.97,2024-12-12
2622,28,North Erica,Richardson Group,Behind Product,Large,0,39.61,2025-02-01
2623,11,Kimberlyville,"Williamson, Fox and Johnson",Goal Product,Small,164,35.28,2024-06-19
2624,42,Jonesshire,"Garza, Perkins and Clark",Reveal Product,Medium,0,86.19,2025-03-02
2625,45,South Linda,"Dalton, Sanders and Cantrell",Morning Product,Large,108,96.5,2024-06-22
2626,35,East Dillon,Patterson Inc,Protect Product,Medium,77,46.52,2024-12-18
2627,13,Port Connieview,Combs Group,His Product,Small,221,50.85,2025-01-22
2628,35,Rossmouth,Johnson-Bowman,Point Product,Small,89,99.25,2024-05-04
2629,28,Leeburgh,Davis-Reyes,Red Product,Medium,207,48.92,2024-05-03
2630,43,Maryfurt,Rogers-Sanchez,Even Product,Large,189,97.21,2024-06-24
2631,4,Johnsonland,James and Sons,Impact Product,Large,12,85.46,2024-10-19
2632,7,Port Sharonbury,"Ruiz, Rodriguez and Lane",Second Product,Small,84,36.07,2024-08-09
2633,12,Yolandatown,"West, Reed and Berry",Condition Product,Small,80,87.03,2024-07-17
2634,47,Brandonland,Mcpherson and Sons,Network Product,Medium,0,19.76,2025-02-01
2635,16,North Alexanderfurt,Adams and Sons,See Product,Small,182,71.01,2024-10-10
2636,45,Christopherton,Best Group,Attack Product,Large,291,77.33,2024-11-19
2637,38,Jonview,Bailey PLC,Go Product,Large,0,72.96,2024-06-01
2638,4,East Markmouth,"Turner, Armstrong and Fernandez",Possible Product,Small,28,65.47,2024-07-22
2639,13,Port Johnshire,Conrad and Sons,Week Product,Medium,0,26.06,2025-03-21
2640,46,Bishopberg,Woods-Brady,Eat Product,Medium,0,7.43,2024-04-23
2641,50,Port Stevenview,Martinez-Giles,Contain Product,Small,218,98.47,2024-10-15
2642,32,Amandaborough,"Campbell, Black and Smith",Bill Product,Large,0,94.64,2025-03-22
2643,50,Port Erica,"Neal, Frey and Ferguson",Own Product,Small,12,9.73,2025-03-29
2644,1,Rayfurt,"West, Reed and Berry",Upon Product,Small,0,42.2,2025-01-16
2645,8,West Davidburgh,Snyder Ltd,Garden Product,Small,253,59.64,2024-11-26
2646,42,New Glennshire,Charles Ltd,Lead Product,Large,0,27.38,2024-10-06
2647,36,Carolynview,Kirk-Perry,Air Product,Small,205,79.41,2024-07-26
2648,37,East Jessica,Snyder Ltd,Each Product,Medium,259,32.35,2024-12-13
2649,41,Port Derekville,Thornton PLC,Several Product,Large,0,28.65,2025-03-18
2650,50,Lake Danielle,Reynolds LLC,What Product,Small,153,45.12,2024-04-30
2651,3,East Roseberg,Williamson Group,Order Product,Large,95,13.96,2024-10-22
2652,7,Lake Erinchester,Phillips Inc,Believe Product,Large,169,28.28,2024-08-05
2653,10,New Lauren,Sullivan-Choi,Despite Product,Large,154,81.6,2024-07-17
2654,22,New Bethview,Knapp-Wolf,Per Product,Large,0,56.3,2024-10-21
2655,2,New Curtischester,"George, Macdonald and Harper",Pm Product,Medium,66,12.95,2024-04-13
2656,35,West Savannahton,Dawson Inc,Expert Product,Small,276,78.26,2025-03-17
2657,45,Tristanstad,Rodriguez-Palmer,Pull Product,Medium,33,31.01,2024-11-20
2658,25,Merrittshire,Brown-Mann,Financial Product,Large,6,11.6,2024-09-01
2659,15,Richardfort,Williams Inc,Find Product,Large,130,58.47,2025-01-03
2660,25,Campbellhaven,"Harrell, Casey and Bates",Trip Product,Large,0,72.68,2024-10-29
2661,21,North Ian,Wagner Group,Such Product,Medium,66,81.55,2025-01-11
2662,23,Port Theresa,Smith Ltd,Move Product,Large,113,96.84,2024-10-17
2663,13,Ryanton,Bass and Sons,Box Product,Large,31,49.0,2024-12-09
2664,19,New Keithside,Dunlap Ltd,Family Product,Medium,230,30.36,2024-09-21
2665,24,Port Margaret,Lin and Sons,Game Product,Small,190,59.2,2024-11-11
2666,36,Stanleyfurt,Howard Inc,Tough Product,Small,161,96.77,2024-12-03
2667,42,Santiagoport,"Walker, Maddox and Clayton",Stop Product,Medium,138,86.46,2024-09-17
2668,5,West Cassidyfurt,West-Hernandez,Participant Product,Large,87,47.12,2024-12-26
2669,18,South Christine,Fitzpatrick-Sanders,Enough Product,Medium,0,67.42,2024-08-26
2670,17,North Charles,Edwards LLC,Successful Product,Medium,177,14.1,2024-07-15
2671,22,Dennisborough,"Powell, Mcdaniel and Thomas",Contain Product,Small,0,98.0,2024-07-31
2672,25,South Stacey,Edwards LLC,Move Product,Small,25,5.7,2024-12-08
2673,46,Monicaborough,Lin and Sons,Cup Product,Large,125,41.9,2024-12-10
2674,13,Alexischester,Snyder-Kelly,Manage Product,Small,0,32.83,2024-12-11
2675,42,Lake Jennifer,"Vasquez, Morris and Ramos",Watch Product,Medium,234,46.37,2024-05-06
2676,27,West Markmouth,Rios Group,Somebody Product,Medium,176,6.75,2024-04-09
2677,19,East Tina,Long Ltd,Beat Product,Large,80,59.07,2024-11-25
2678,35,Port Melissa,Gomez-Moran,Economy Product,Small,228,75.74,2024-12-12
2679,24,West Davidburgh,Patterson Inc,Finish Product,Large,26,22.73,2024-07-13
2680,34,Martinmouth,Lyons PLC,Piece Product,Small,4,71.69,2024-10-17
2681,28,East Franciscostad,Garcia-Ramirez,Pass Product,Small,104,88.63,2024-06-11
2682,33,Kyleberg,"Dunn, Martinez and Brandt",Goal Product,Small,219,78.44,2024-10-19
2683,33,Lake Breannaborough,Rios Group,Magazine Product,Medium,71,15.28,2024-08-03
2684,46,Taylortown,Mitchell LLC,Mean Product,Small,179,36.55,2025-01-01
2685,36,Catherineport,Brock Group,Every Product,Medium,137,25.1,2024-04-09
2686,17,South Amandaburgh,"Ellis, Scott and Johnson",Firm Product,Small,0,70.78,2025-03-11
2687,2,Derekfort,Brown-Nelson,Though Product,Small,46,63.68,2024-11-27
2688,47,South Isabella,"Atkinson, Osborn and Hamilton",Easy Product,Small,0,77.27,2024-12-28
2689,23,Jamesport,Dawson Inc,Civil Product,Small,19,18.66,2025-03-04
2690,43,Matthewmouth,Vasquez-Velasquez,Bill Product,Medium,73,88.52,2024-05-31
2691,47,Davisside,Salazar-Graves,Decade Product,Medium,3,29.28,2024-09-10
2692,40,North Sarah,Richardson Group,Clearly Product,Small,0,18.33,2025-02-13
2693,47,South Steventown,Hansen Inc,Career Product,Medium,187,45.51,2024-04-20
2694,44,Stonetown,Mosley PLC,Available Product,Large,52,84.07,2024-05-09
2695,13,Port Michaeltown,Reeves-Hall,Discover Product,Small,272,84.32,2025-02-05
2696,12,Williamschester,"Dalton, Sanders and Cantrell",Image Product,Medium,31,20.6,2025-02-08
2697,42,East Jeremiahhaven,Patterson Inc,Win Product,Small,171,40.65,2024-11-23
2698,16,Cruzborough,Day and Sons,Blue Product,Large,66,44.38,2025-01-18
2699,45,South Victoriafort,Lin and Sons,Game Product,Small,169,59.2,2025-01-13
2700,40,Kleinview,Vasquez-Velasquez,Reveal Product,Large,89,23.06,2024-04-14
2701,28,Berryfurt,"Martin, Cline and Kramer",Area Product,Medium,213,33.57,2024-05-08
2702,10,New Steven,"Powell, Mcdaniel and Thomas",Against Product,Small,0,35.27,2024-06-27
2703,50,Lake Christopherbury,"Freeman, Larson and Clark",Life Product,Small,0,37.96,2024-12-05
2704,37,Ramirezfort,"Osborne, Cox and Evans",Knowledge Product,Small,0,35.99,2024-08-19
2705,6,New Anthony,Osborne-Brown,Some Product,Medium,0,86.63,2025-03-06
2706,10,South Kristinborough,Long Ltd,Area Product,Large,218,10.76,2024-07-05
2707,9,West Alison,Daniels PLC,Bit Product,Small,39,71.81,2024-07-08
2708,48,West Tiffanyside,Reynolds LLC,Special Product,Large,163,38.51,2025-03-01
2709,20,Sarahfort,Mitchell LLC,Really Product,Small,64,71.84,2025-01-29
2710,11,South Lawrence,"Ruiz, Rodriguez and Lane",Mouth Product,Medium,76,27.94,2024-07-03
2711,36,Lake Christopher,Walker Inc,Over Product,Medium,0,68.85,2025-01-12
2712,15,Lake Anthonyport,"Williams, Schultz and Black",Father Product,Large,32,85.91,2024-07-20
2713,13,North Vincentside,"Dunn, Martinez and Brandt",Huge Product,Medium,116,57.31,2024-05-30
2714,33,East Ericberg,Thornton PLC,Key Product,Medium,0,93.53,2024-05-23
2715,1,New Vanessa,Bass and Sons,Dog Product,Small,259,29.39,2024-05-23
2716,22,Shelbymouth,Kim-Gonzalez,Meet Product,Small,40,60.24,2025-03-11
2717,35,Scottmouth,"Garza, Perkins and Clark",Together Product,Large,68,68.59,2024-11-02
2718,21,North Tiffany,Cook-Johnson,Force Product,Large,86,33.5,2025-02-24
2719,4,Port Georgeborough,Gentry-Gray,Nearly Product,Small,0,76.72,2024-10-27
2720,41,Mikaylashire,Mccullough Group,Degree Product,Medium,18,65.62,2024-06-04
2721,28,West Williamshire,"Delgado, Green and Wade",They Product,Medium,53,17.65,2024-11-25
2722,23,New Matthewstad,Mosley PLC,Available Product,Large,129,84.07,2025-02-21
2723,32,Barbaraberg,Edwards Inc,Race Product,Large,169,30.56,2024-07-11
2724,25,South David,Gomez-Moran,Write Product,Small,40,22.9,2025-02-24
2725,49,East Jill,Long Ltd,Beat Product,Large,199,59.07,2024-10-13
2726,32,Schultzland,Rogers-Sanchez,Bit Product,Medium,0,43.86,2025-01-19
2727,43,Priceside,Smith-Aguilar,Understand Product,Small,169,55.97,2024-11-25
2728,7,Port Tylershire,Day and Sons,Fact Product,Large,112,57.03,2024-12-07
2729,21,East Juan,Mason-Logan,Future Product,Large,0,7.7,2024-09-13
2730,49,North Logan,Perez-Johnson,Reach Product,Large,0,71.44,2024-06-16
2731,27,West Amandachester,"Garza, Perkins and Clark",Trade Product,Medium,0,39.29,2025-01-12
2732,16,New Edwardport,"Hernandez, Morrison and Villanueva",Simply Product,Large,181,28.18,2024-08-21
2733,18,New Amybury,Young-Shaw,Individual Product,Large,159,21.91,2024-12-13
2734,46,Kellyport,"Walker, Zimmerman and Williams",Fall Product,Large,0,86.86,2025-03-02
2735,25,Gregoryton,Williams-Mcintosh,Stop Product,Small,0,47.41,2024-10-30
2736,42,Michaelberg,Williams LLC,Our Product,Medium,189,65.36,2024-12-18
2737,22,Michaelborough,"Herrera, Jackson and Koch",Pressure Product,Medium,39,5.29,2024-11-27
2738,19,Ernestberg,Kirk-Perry,Air Product,Small,92,79.41,2024-09-11
2739,7,Frostview,Cook-Johnson,Appear Product,Medium,116,97.06,2024-09-18
2740,14,East Justin,"Walker, Zimmerman and Williams",Quickly Product,Medium,228,55.46,2025-01-18
2741,1,Jeffreymouth,Patterson Inc,Southern Product,Medium,170,93.8,2025-02-27
2742,17,Reneefurt,"Williamson, Fox and Johnson",Goal Product,Small,30,35.28,2024-07-19
2743,26,Michelletown,Zamora Ltd,Voice Product,Small,164,32.95,2024-05-26
2744,4,Martinezport,Long-Bowman,Agent Product,Medium,0,8.88,2024-07-30
2745,18,Jessicamouth,"Dunn, Martinez and Brandt",Billion Product,Large,131,79.48,2025-01-21
2746,48,Lake Nicole,Rogers-Sanchez,Even Product,Large,92,97.21,2024-05-18
2747,19,Lake Joseph,"Hancock, Peters and Holmes",Oil Product,Medium,84,38.61,2024-08-27
2748,45,West Margaret,"Navarro, Parker and Garcia",Sing Product,Large,0,10.66,2024-07-11
2749,21,Lake Raystad,"Turner, Armstrong and Fernandez",Type Product,Medium,48,14.89,2024-07-09
2750,17,North Marvinmouth,Dunlap Ltd,Really Product,Medium,170,85.49,2024-11-27
2751,41,South Reginaldstad,"Jones, Martinez and Taylor",Partner Product,Small,271,71.51,2025-01-14
2752,3,New Ronald,Phillips Inc,Whole Product,Medium,62,70.51,2024-10-11
2753,20,Dawnshire,"Walker, Zimmerman and Williams",Fall Product,Large,164,86.86,2024-04-17
2754,22,Scottfort,Pittman-Lucas,Within Product,Large,77,6.98,2024-07-21
2755,36,Davidside,Williamson Group,Order Product,Large,55,13.96,2024-12-09
2756,11,Faulknerside,Archer Group,South Product,Medium,0,6.45,2024-06-15
2757,22,South Daniel,"Watkins, James and Page",Such Product,Small,258,82.15,2024-11-11
2758,34,Nathanfurt,Reynolds LLC,Only Product,Small,82,25.79,2024-12-15
2759,39,Sloanview,"Briggs, Morris and Weber",Opportunity Product,Large,63,96.94,2025-03-19
2760,27,North Samanthaport,"Kemp, Gillespie and Esparza",Major Product,Medium,42,76.86,2025-03-02
2761,31,West Michael,Barrett-Roth,Peace Product,Medium,111,32.36,2024-11-24
2762,20,Curtishaven,Obrien-Thompson,Discussion Product,Medium,0,40.93,2024-08-06
2763,19,North Johnmouth,Davis-Reyes,Scene Product,Medium,70,83.27,2025-02-07
2764,41,Garciamouth,Davis-Russell,Water Product,Large,87,29.25,2024-10-20
2765,18,Lake Chelsea,Davis-Vasquez,Although Product,Medium,0,46.97,2024-07-18
2766,5,South Andrewfort,Burns and Sons,Weight Product,Medium,188,91.04,2024-07-10
2767,32,Lake Shawnland,"Dunn, Martinez and Brandt",Have Product,Small,0,21.89,2024-04-17
2768,50,West Lisamouth,Dunlap Ltd,Occur Product,Large,0,76.59,2024-05-03
2769,8,Ryanborough,"Stone, Campbell and Robbins",Most Product,Large,137,42.71,2024-12-15
2770,37,Nathanview,Snyder Ltd,Each Product,Medium,153,32.35,2024-07-27
2771,42,East Henry,Russell and Sons,Add Product,Large,0,15.55,2024-10-12
2772,48,Byrdhaven,"Bradley, Baker and Mcneil",Party Product,Large,104,75.46,2024-12-06
2773,9,East Lee,Day and Sons,Attack Product,Large,123,17.07,2024-12-31
2774,11,Johnsonmouth,Hopkins Ltd,Today Product,Small,71,80.46,2024-07-23
2775,37,Mitchellberg,Burns and Sons,Entire Product,Small,0,90.0,2024-11-18
2776,27,Yvonneville,"Briggs, Morris and Weber",Guess Product,Large,112,28.76,2024-11-15
2777,23,Banksville,Howard Inc,Argue Product,Medium,62,82.99,2024-06-17
2778,41,North Hunter,Bass and Sons,Organization Product,Large,0,66.97,2024-10-05
2779,31,Maxwellfort,Hinton LLC,Window Product,Large,59,55.62,2024-07-20
2780,31,North Ashleychester,Davis-Vasquez,Production Product,Medium,276,73.26,2024-06-18
2781,6,Lake Linda,Gentry-Gray,Expect Product,Medium,86,45.71,2025-02-25
2782,42,Jillton,Brown-Mann,Pick Product,Medium,67,94.71,2024-05-15
2783,6,South Katherine,Patterson Inc,Protect Product,Medium,112,46.52,2024-11-25
2784,44,East Dennisport,Walter PLC,Beat Product,Small,29,75.84,2024-10-07
2785,34,New Derek,"Hamilton, Rivera and Kelley",This Product,Medium,25,36.82,2024-07-02
2786,9,Anthonyburgh,"Strickland, Jones and Padilla",Even Product,Medium,0,43.06,2024-10-18
2787,21,Meganview,Gentry-Gray,Manager Product,Small,131,57.49,2024-08-12
2788,36,New Lucas,"Vasquez, Morris and Ramos",Anything Product,Small,0,41.88,2025-04-02
2789,41,North Virginia,Dawson Inc,Cover Product,Small,109,49.76,2024-05-18
2790,34,New Taylorborough,"Powell, Mcdaniel and Thomas",Against Product,Small,0,35.27,2024-06-26
2791,11,Brockhaven,Mosley PLC,Respond Product,Large,0,44.7,2024-10-08
2792,6,South Patrick,Williams LLC,Choose Product,Small,276,5.59,2024-12-26
2793,9,East Steventown,Wagner Group,Career Product,Medium,103,26.79,2024-10-05
2794,41,Hamptonmouth,Sullivan-Choi,Away Product,Medium,38,40.36,2025-03-19
2795,5,Harrisburgh,"Jones, Martinez and Taylor",Partner Product,Small,58,71.51,2024-08-27
2796,35,Nguyenhaven,Fitzpatrick-Sanders,Current Product,Large,0,31.96,2024-12-10
2797,1,Allenland,Charles Ltd,Edge Product,Small,171,94.23,2025-01-01
2798,37,Josephshire,Long Ltd,Reveal Product,Medium,36,97.47,2024-09-26
2799,10,Griffithmouth,"Gregory, Fowler and Miller",Between Product,Large,269,81.32,2024-06-02
2800,13,Kevinland,"Briggs, Morris and Weber",Car Product,Medium,0,24.43,2024-07-09
2801,17,South Ericmouth,Archer PLC,Example Product,Small,95,19.94,2024-12-20
2802,21,South Lisaview,Russell and Sons,Physical Product,Large,0,73.26,2024-10-06
2803,21,Tranport,"Phelps, Thompson and Chandler",More Product,Large,100,85.28,2024-12-01
2804,6,New Jonathanton,"Phelps, Thompson and Chandler",Quickly Product,Large,112,40.23,2024-11-15
2805,7,Sandersshire,Archer Group,South Product,Medium,96,6.45,2025-01-13
2806,47,Olsonchester,Patterson Inc,Finish Product,Large,88,22.73,2024-10-31
2807,2,Lake Anthonymouth,Williams-White,Or Product,Small,190,78.87,2025-02-17
2808,4,Romeroport,Phillips Inc,Wall Product,Large,158,39.61,2024-11-17
2809,1,East Michaelfort,Pittman-Lucas,Skill Product,Large,122,44.73,2024-08-15
2810,49,Port Stephanie,Schmidt-Mathews,Hospital Product,Medium,0,81.17,2025-03-13
2811,6,East Kellyfort,Osborne-Brown,Right Product,Large,152,79.98,2024-04-17
2812,27,Lake Michaelshire,Perez-Johnson,Agreement Product,Medium,178,40.34,2024-09-11
2813,25,Prattmouth,Burns and Sons,Minute Product,Small,7,8.85,2024-08-21
2814,11,Lake Mitchell,Garcia-Ramirez,Expert Product,Medium,53,80.29,2024-10-28
2815,7,West Barryville,"Smith, Davis and Wright",Instead Product,Large,0,52.47,2024-10-27
2816,23,Kennethchester,"Briggs, Morris and Weber",This Product,Large,87,55.3,2025-01-26
2817,2,New Douglasstad,"Briggs, Morris and Weber",Guess Product,Large,114,28.76,2024-07-29
2818,4,West Logantown,Short-Cook,Time Product,Small,0,35.82,2025-02-17
2819,31,West Stevenmouth,Roberts and Sons,After Product,Medium,206,52.93,2024-08-10
2820,33,New Mary,"Williams, Schultz and Black",Scientist Product,Small,31,12.82,2024-08-30
2821,11,South Russell,Perez-Johnson,Cause Product,Medium,217,98.16,2024-12-02
2822,47,North Adam,Davis-Russell,Family Product,Medium,0,72.59,2025-02-18
2823,26,Leonborough,Davis-Reyes,Hundred Product,Large,20,14.84,2024-07-29
2824,28,Lake Deborah,Mosley PLC,Artist Product,Small,0,18.73,2024-07-09
2825,17,Jasonhaven,Salazar-Graves,Everyone Product,Small,0,39.89,2024-06-26
2826,12,Lake Marissaport,"Jones, Martinez and Taylor",Partner Product,Small,98,71.51,2024-12-09
2827,49,North Meganberg,Howard Inc,Campaign Product,Small,0,91.97,2024-06-10
2828,22,West Edward,Charles Ltd,Treat Product,Small,59,83.58,2025-01-29
2829,42,New Marissaview,"Delgado, Green and Wade",Amount Product,Small,60,32.17,2024-04-06
2830,19,West Dennis,Rogers-Sanchez,Range Product,Large,29,59.73,2025-02-05
2831,4,North Angela,Ross LLC,There Product,Small,0,13.61,2024-09-09
2832,15,Jamesland,Russell and Sons,Think Product,Large,169,94.62,2025-01-15
2833,18,Garciafurt,Brennan Group,Certain Product,Large,50,74.01,2024-09-21
2834,11,Valerieborough,"Williamson, Fox and Johnson",Resource Product,Medium,0,53.18,2024-04-11
2835,2,Martinton,"Hamilton, Rivera and Kelley",Expert Product,Medium,232,69.64,2024-04-07
2836,48,East John,Brock Group,Camera Product,Small,101,88.75,2024-06-28
2837,37,West Jasonfurt,Gates-Pittman,Rest Product,Small,40,68.18,2024-09-30
2838,50,Port Jacquelineton,Bennett-Collins,Small Product,Medium,23,97.89,2024-10-30
2839,31,Davisland,Kirk-Perry,Bank Product,Medium,0,22.72,2024-08-18
2840,32,Bakerville,Reeves-Hall,Discover Product,Small,167,84.32,2024-08-19
2841,29,Holderport,Garcia-Ramirez,Again Product,Medium,99,47.52,2025-03-10
2842,28,New Misty,"Vasquez, Morris and Ramos",Rate Product,Medium,0,17.33,2025-03-21
2843,43,Pattonland,"Briggs, Morris and Weber",Life Product,Small,127,32.94,2024-08-12
2844,34,Sarahchester,Vasquez-Jackson,Box Product,Large,96,52.92,2025-01-15
2845,13,Bradleybury,Mitchell-Watson,Where Product,Large,0,20.35,2024-10-19
2846,34,Knightshire,"Bradley, Baker and Mcneil",Determine Product,Small,107,39.57,2024-10-20
2847,36,Stephaniestad,Davis-Russell,Probably Product,Medium,228,20.6,2024-10-12
2848,5,Nicholasburgh,"Kemp, Gillespie and Esparza",Low Product,Large,0,43.69,2025-02-13
2849,43,Lake Aaron,Short-Cook,Also Product,Medium,0,79.48,2024-07-08
2850,45,North Rebeccaborough,Williamson Group,Cultural Product,Medium,96,25.99,2024-12-21
2851,36,West Henry,"Bailey, Avery and Edwards",Beyond Product,Small,29,85.95,2024-07-06
