inventoryid,store,city,brand,description,size,onhand,price,startdate
759,36,South Alexis,Lloyd Ltd,Information Product,Large,17,16.08,2025-02-23
760,6,Holmeshaven,"Turner, Armstrong and Fernandez",Growth Product,Large,0,57.15,2024-07-01
761,12,New Jillianmouth,Johnson PLC,True Product,Medium,72,25.85,2024-05-21
762,26,Johnsberg,Gomez-Moran,Rise Product,Medium,55,33.29,2024-06-01
763,23,Sharonton,Patterson-Mcmahon,Because Product,Large,0,24.8,2024-10-31
764,26,North Josephfurt,Young-Shaw,Individual Product,Large,0,21.91,2024-11-06
765,9,Michelleton,Thornton PLC,Key Product,Medium,96,93.53,2024-09-05
766,31,Miguelstad,Short-Cook,Structure Product,Medium,0,55.47,2024-10-09
767,46,Hoodfort,Howard Inc,Campaign Product,Small,213,91.97,2024-12-17
768,40,West Carriefort,Kirk-Perry,Reason Product,Small,0,44.15,2024-04-29
769,40,West Jonathonport,"Hancock, Peters and Holmes",Unit Product,Small,271,54.75,2024-11-18
770,44,New Christopherbury,"Vasquez, Morris and Ramos",Above Product,Medium,52,74.81,2024-12-06
771,26,East Meganland,Burns and Sons,Student Product,Medium,0,45.58,2024-12-11
772,20,Lake Hannah,Williams-White,Area Product,Medium,111,17.7,2024-07-21
773,46,Lucastown,"Walker, Maddox and Clayton",Suggest Product,Medium,76,90.72,2024-10-12
774,44,Roblesstad,Adams and Sons,Song Product,Medium,60,38.21,2025-02-04
775,33,North Christianchester,Russell and Sons,Guess Product,Small,0,89.73,2024-06-15
776,20,Port Jaimetown,"Harrell, Casey and Bates",Full Product,Large,223,14.34,2024-06-02
777,29,North Melissa,Williams Inc,Cup Product,Medium,169,83.63,2025-02-26
778,35,East Andreabury,"Sanders, Hill and Bryant",Key Product,Medium,36,65.21,2024-07-15
779,38,East Ronald,Larson-Lopez,Painting Product,Small,52,58.75,2025-03-03
780,24,Danielstown,Vasquez-Velasquez,Reveal Product,Large,241,23.06,2025-01-07
781,40,Port Yvette,Patterson Inc,Finish Product,Large,113,22.73,2024-07-27
782,6,Jeremyshire,"Dunn, Martinez and Brandt",Standard Product,Small,139,63.99,2024-12-11
783,42,West Paulside,Pittman-Lucas,Skill Product,Large,65,44.73,2025-01-10
784,50,North Nancyside,Rowe-Lewis,Account Product,Small,212,72.75,2024-07-31
785,16,Tonyfort,Rogers and Sons,Movie Product,Small,14,19.25,2024-07-27
786,29,Lake Pamelamouth,Zamora Ltd,Look Product,Large,11,67.74,2024-10-27
787,17,Josephchester,"Hancock, Peters and Holmes",System Product,Large,66,75.82,2024-04-19
788,50,North Amberville,"Miller, Wilkins and Williams",Billion Product,Medium,128,96.98,2025-01-24
789,6,Hawkinston,Edwards LLC,Head Product,Large,0,44.83,2025-03-20
790,15,New Michaelbury,"Watkins, James and Page",Such Product,Small,241,82.15,2024-08-17
791,26,New Angel,"Williams, Schultz and Black",Phone Product,Large,0,47.17,2024-05-20
792,11,East Jamie,"Shannon, Lee and Noble",Country Product,Large,0,76.81,2024-11-24
793,40,West Codyview,Brown-Mann,Affect Product,Small,44,9.56,2024-10-03
794,39,Connieville,Dawson Inc,Ever Product,Medium,0,91.72,2024-04-09
795,27,Davidhaven,Salazar-Graves,Decade Product,Medium,0,29.28,2024-08-02
796,5,Markshire,Burns and Sons,Minute Product,Small,0,8.85,2025-02-20
797,11,Port Jasonfort,Richardson Group,Add Product,Small,26,16.41,2025-02-11
798,10,Roberthaven,"Stone, Campbell and Robbins",Compare Product,Small,7,61.2,2025-03-08
799,27,Hodgesstad,"Vasquez, Morris and Ramos",Watch Product,Medium,0,46.37,2024-09-30
800,27,Dawsonborough,Thornton PLC,Design Product,Medium,220,48.59,2024-11-29
801,6,North Kevin,Larson-Lopez,Open Product,Large,143,32.62,2025-01-03
802,29,Kimberlyhaven,"Bradley, Baker and Mcneil",Parent Product,Medium,184,73.08,2024-08-26
803,10,New Jenniferport,Mason-Logan,Future Product,Large,108,7.7,2024-09-18
804,14,Aaronburgh,Reynolds-Hill,When Product,Small,123,6.37,2024-07-02
805,17,East Kimberly,"Ellis, Scott and Johnson",Firm Product,Small,156,70.78,2025-03-08
806,6,East Alexander,"Bailey, Avery and Edwards",Relationship Product,Medium,0,73.48,2024-09-23
807,29,Hillbury,Cook-Johnson,Let Product,Medium,95,38.27,2024-06-10
808,9,Mullinsbury,Combs Group,Charge Product,Small,0,43.68,2024-05-16
809,26,Madisonhaven,Kim-Gonzalez,Region Product,Large,160,88.69,2025-01-28
810,45,New Tiffany,Rodriguez-Palmer,Account Product,Large,0,45.68,2024-09-06
811,3,Coxmouth,"Jones, Martinez and Taylor",Fund Product,Large,135,72.59,2024-08-09
812,24,Courtneyville,Davis-Vasquez,Dream Product,Small,160,92.28,2024-06-26
813,3,Oneillstad,"Miller, Wilkins and Williams",Remember Product,Large,34,82.77,2025-01-26
814,36,Hernandezfort,Sullivan-Choi,Century Product,Large,148,93.45,2024-04-20
815,27,Lake Christopherburgh,Mitchell LLC,Really Product,Small,0,71.84,2025-01-03
816,10,Noblefort,"Freeman, Larson and Clark",Life Product,Small,125,37.96,2024-12-04
817,34,Taylorland,Best Group,Attack Product,Large,167,77.33,2024-10-23
818,39,North Brandi,"Smith, Davis and Lopez",Several Product,Small,29,76.05,2024-09-18
819,23,New Stephanieburgh,"Walker, Maddox and Clayton",Stop Product,Medium,177,86.46,2025-02-23
820,13,Tommouth,"Fitzpatrick, Davis and Warren",Everybody Product,Medium,213,18.38,2024-04-30
821,35,Port Nicholastown,Best Group,Hotel Product,Medium,42,39.78,2024-05-13
822,18,New Beverly,Patterson-Mcmahon,Thank Product,Large,28,31.93,2025-01-26
823,28,Dawsontown,Davis-Russell,Truth Product,Small,182,89.36,2024-09-12
824,1,New Gregory,Fitzpatrick-Sanders,Current Product,Large,0,31.96,2024-05-08
825,8,Jameschester,Garcia-Ramirez,Pass Product,Small,0,88.63,2025-03-10
826,16,Natalieport,Williams Inc,Find Product,Large,70,58.47,2024-12-15
827,38,Rowemouth,Russell and Sons,East Product,Small,0,54.27,2024-08-13
828,46,West Angelaberg,Gomez-Moran,Eye Product,Large,23,46.69,2025-03-04
829,3,Port Carolyn,"Atkinson, Osborn and Hamilton",Easy Product,Small,184,77.27,2025-03-09
830,47,Pamelaborough,Cook-Johnson,Trial Product,Large,95,46.51,2025-03-10
831,41,Shortport,"Dalton, Sanders and Cantrell",Morning Product,Large,22,96.5,2025-03-08
832,17,West Justinstad,Russell and Sons,Level Product,Large,104,48.06,2024-08-14
833,12,New Jacob,Walker Inc,Spend Product,Medium,0,61.4,2024-07-03
834,46,Arnoldmouth,Johnson Inc,Money Product,Large,111,37.48,2024-06-12
835,8,Frederickborough,Davis-Russell,Family Product,Medium,0,72.59,2024-09-06
836,19,Greerside,"Vasquez, Morris and Ramos",Anything Product,Small,48,41.88,2024-10-04
837,8,East Michaelborough,Knapp-Wolf,Per Product,Large,60,56.3,2025-04-01
838,45,Barbarafurt,Obrien-Thompson,Join Product,Large,0,45.06,2025-03-19
839,14,New Sarah,Adams and Sons,Wide Product,Large,0,47.33,2024-12-29
840,24,Michellestad,Rodriguez-Palmer,Benefit Product,Medium,55,68.61,2024-08-04
841,1,Parksport,"Walker, Zimmerman and Williams",Term Product,Large,67,82.42,2025-02-25
842,25,Sarahbury,Gentry-Gray,Eight Product,Large,0,41.61,2025-02-01
843,30,South Brandichester,Williams-White,Game Product,Medium,207,96.52,2025-03-05
844,50,Colleenburgh,Walker Inc,Parent Product,Large,0,14.96,2024-08-24
845,35,Jacksonberg,Davis-Vasquez,Current Product,Small,127,34.4,2024-06-23
846,42,Lake Stacey,Williams-White,Base Product,Large,238,8.55,2025-03-19
847,13,Lake Lauren,Davis-Reyes,Hundred Product,Large,267,14.84,2024-10-05
848,27,Carrfort,Davis-Vasquez,Move Product,Medium,23,78.29,2024-07-10
849,32,Jenniferhaven,"Hernandez, Morrison and Villanueva",Watch Product,Large,32,12.01,2025-02-10
850,40,Port Sarah,"Navarro, Parker and Garcia",Sing Product,Large,114,10.66,2024-04-14
851,32,New Michelleburgh,Estrada Inc,Include Product,Medium,117,81.6,2024-10-29
852,22,New Josephburgh,Vasquez-Velasquez,Despite Product,Small,15,44.5,2024-08-04
853,21,New Sarah,Reeves-Hall,With Product,Small,134,42.78,2025-01-08
854,8,South Angela,Knapp-Wolf,Treatment Product,Large,0,15.46,2024-10-12
855,39,Kimberg,West-Hernandez,House Product,Small,0,68.82,2024-07-03
856,45,Hansonshire,"Smith, Davis and Lopez",Several Product,Small,90,76.05,2024-06-25
857,46,Lake Seth,"Osborne, Cox and Evans",Knowledge Product,Small,48,35.99,2025-02-04
858,12,East Geraldchester,Brock Group,Every Product,Medium,0,25.1,2024-11-18
859,48,North Heathershire,"Neal, Frey and Ferguson",Minute Product,Large,93,29.97,2025-01-21
860,26,North Amy,Lloyd Ltd,Information Product,Large,67,16.08,2024-08-10
861,7,North Timothychester,"Cannon, Reynolds and Alvarado",Lose Product,Medium,127,7.87,2024-10-28
862,37,Nathantown,"Stevens, Miller and Phillips",Through Product,Medium,1,59.74,2024-04-29
863,2,North Angela,Roberts and Sons,Discussion Product,Medium,252,42.27,2024-10-14
864,12,New Henry,Reeves-Hall,Discover Product,Small,75,84.32,2025-01-09
865,11,South Matthewborough,Combs Group,Grow Product,Large,0,20.64,2024-10-05
866,38,New Johnland,"Bush, Reyes and Fox",Which Product,Medium,103,68.04,2025-03-02
867,2,Port Soniaside,Walker Inc,Boy Product,Medium,0,98.28,2025-02-09
868,28,Brownton,Williams-White,Whom Product,Small,164,57.64,2024-05-14
869,18,New Brandiberg,"Dalton, Sanders and Cantrell",Walk Product,Small,136,62.79,2024-05-11
870,2,Mayoburgh,Williams-Mcintosh,Over Product,Small,20,69.84,2024-05-03
871,44,Emilystad,Sullivan-Choi,Entire Product,Small,23,18.05,2024-10-22
872,35,Michaelshire,"Gregory, Fowler and Miller",Between Product,Large,0,81.32,2024-08-02
873,29,Flemingview,"Martin, Cline and Kramer",Own Product,Large,11,70.21,2024-11-19
874,39,Eatonhaven,Mccullough Group,Agency Product,Small,86,38.31,2024-08-18
875,14,Lake Bruce,"Briggs, Morris and Weber",Opportunity Product,Large,70,96.94,2024-11-26
876,14,Peterton,Spencer Group,Lead Product,Small,0,76.67,2024-04-20
877,4,South Rebeccaton,Bennett-Collins,American Product,Small,183,39.8,2024-06-29
878,34,Kellyborough,Thornton PLC,Movie Product,Small,135,59.83,2025-01-22
879,12,West Roberto,Edwards LLC,Finish Product,Medium,41,28.24,2024-09-19
880,2,South Brooke,Garner and Sons,Try Product,Medium,0,95.37,2024-12-17
881,35,North Kimberly,Hopkins Ltd,Food Product,Small,0,98.19,2024-08-06
882,41,Mckeeburgh,Archer Group,College Product,Small,67,50.59,2024-07-20
883,14,Hannahport,"Miller, Wilkins and Williams",Billion Product,Medium,31,96.98,2024-08-07
884,28,West Juan,"Ruiz, Rodriguez and Lane",Still Product,Large,169,22.96,2024-08-21
885,11,West Melinda,"Fitzpatrick, Davis and Warren",Television Product,Medium,131,79.02,2024-12-21
886,24,Colestad,"Miller, Garcia and Wilson",Late Product,Medium,212,13.6,2024-09-24
887,40,South Joanna,Larson-Lopez,Painting Product,Small,169,58.75,2024-12-13
888,8,New Clayton,"Cannon, Reynolds and Alvarado",On Product,Large,0,5.76,2025-01-17
889,42,Port Victoriabury,"Williams, Turner and Harris",Agent Product,Small,121,82.4,2024-04-23
890,11,South Danny,"Jones, Martinez and Taylor",Tree Product,Small,0,52.66,2024-08-23
891,8,Welchmouth,"George, Macdonald and Harper",Situation Product,Small,3,24.19,2024-09-14
892,18,West Timothyton,Day and Sons,Control Product,Small,0,31.86,2024-12-04
893,48,New James,"Williamson, Fox and Johnson",Allow Product,Large,0,89.39,2025-02-18
894,27,West Tylerfurt,Garcia-Ramirez,Pass Product,Small,0,88.63,2024-06-14
895,43,South Stephen,Brown-Mann,Pick Product,Medium,115,94.71,2024-07-12
896,33,Davisfurt,"Wright, Winters and Dominguez",Stop Product,Medium,98,51.31,2024-08-27
897,47,Kristenfurt,Thomas and Sons,Year Product,Medium,44,61.72,2024-06-05
898,30,South Rebecca,"Williams, Schultz and Black",Father Product,Large,233,85.91,2024-05-15
899,29,North Davidmouth,Combs Group,Against Product,Medium,73,85.11,2024-09-23
900,23,Howeport,"Cannon, Reynolds and Alvarado",Fish Product,Medium,108,54.94,2025-01-23
901,34,Woodhaven,"Vasquez, Morris and Ramos",Watch Product,Medium,17,46.37,2024-06-03
902,49,South Dustinport,Wagner Group,Themselves Product,Medium,38,36.7,2025-03-30
903,38,Lake Gregory,Conrad and Sons,Rule Product,Medium,259,79.2,2024-12-02
904,46,Lake Gabriellechester,Thomas LLC,Traditional Product,Medium,102,20.09,2024-09-06
905,16,Salazarside,Long-Bowman,Sign Product,Medium,0,13.14,2025-02-15
906,29,Woodville,Snyder-Kelly,Again Product,Medium,107,80.19,2024-07-29
907,6,North Susanbury,Lin and Sons,Our Product,Large,12,15.09,2025-01-24
908,4,Goodmanchester,Morales-Knox,Clearly Product,Medium,0,78.59,2024-12-07
909,28,Blakefurt,Thomas and Sons,Effect Product,Large,102,25.74,2024-06-01
910,35,Joseland,Perez-Johnson,Reach Product,Large,123,71.44,2025-03-03
911,30,Coxport,Martinez-Giles,Example Product,Large,0,79.49,2025-01-31
912,5,New Samanthaville,"Hancock, Peters and Holmes",Economic Product,Small,119,95.45,2025-03-13
913,1,West Joshuatown,Edwards LLC,Clearly Product,Medium,129,74.22,2024-11-22
914,47,Andreafurt,Salazar-Graves,News Product,Medium,148,60.64,2024-11-25
915,22,Teresafurt,"Bradley, Baker and Mcneil",Determine Product,Small,165,39.57,2024-11-19
916,44,Katrinamouth,Hopkins Ltd,Physical Product,Small,0,11.63,2025-02-28
917,46,Elizabethton,Brown-Mann,Pick Product,Medium,114,94.71,2024-12-29
918,24,Kristychester,Davis-Vasquez,Move Product,Medium,46,78.29,2025-01-04
919,8,West Jennyland,Davis-Vasquez,Current Product,Small,179,34.4,2024-10-26
920,18,East Deborahchester,Spencer Group,Lead Product,Small,120,76.67,2025-02-02
921,42,Jacobsonhaven,"Smith, Davis and Lopez",Several Product,Small,84,76.05,2024-11-22
922,3,Jeremychester,Thomas LLC,Investment Product,Large,0,81.23,2024-04-10
923,35,Ramirezstad,Rios Group,Magazine Product,Medium,107,15.28,2024-12-03
924,26,Johnsonhaven,"Hancock, Peters and Holmes",Unit Product,Small,0,54.75,2025-02-24
925,6,Lake Beverly,Morales-Knox,Face Product,Small,195,81.34,2025-03-06
926,48,Heatherview,"Williams, Turner and Harris",Agent Product,Small,267,82.4,2024-12-07
927,49,Elizabethborough,Mitchell LLC,Really Product,Small,53,71.84,2024-08-16
928,2,Raystad,"Hamilton, Rivera and Kelley",Act Product,Medium,163,12.97,2024-05-28
929,1,Lake Tyronefurt,Edwards Inc,Ever Product,Medium,110,55.95,2024-10-30
930,42,East Patricia,Sullivan-Hubbard,Life Product,Small,135,66.49,2024-06-09
931,14,Jessicamouth,"Bush, Reyes and Fox",Small Product,Medium,165,32.17,2024-09-01
932,18,Sullivanstad,"Delgado, Green and Wade",Amount Product,Small,0,32.17,2024-11-13
933,48,Christopherchester,"Walker, Zimmerman and Williams",Our Product,Medium,0,98.51,2024-12-04
934,11,Kristenview,West-Hernandez,Participant Product,Large,24,47.12,2024-09-27
935,5,Jeremybury,"Kelly, Smith and Aguilar",Similar Product,Medium,164,94.55,2024-07-30
936,40,Levineberg,Patterson-Mcmahon,Concern Product,Large,120,77.08,2025-03-11
937,37,West Triciahaven,"Turner, Armstrong and Fernandez",Year Product,Medium,0,9.64,2025-02-10
938,28,East Benjamin,Martinez-Giles,Bit Product,Medium,58,59.75,2024-04-09
939,29,Nealfort,Brock Group,Claim Product,Large,153,69.72,2024-05-20
940,38,New Courtney,James and Sons,Impact Product,Large,165,85.46,2024-10-05
941,49,Lake Susan,"Briggs, Morris and Weber",Life Product,Small,231,32.94,2024-04-29
942,18,Lake Emily,Richardson Group,Recognize Product,Medium,0,96.06,2024-06-29
943,12,New Autumn,Long Ltd,Seven Product,Large,85,50.47,2024-09-20
944,48,Port Brendashire,Bennett-Collins,Car Product,Medium,32,67.35,2024-08-19
945,31,Lake Heidifurt,Sullivan-Hubbard,Million Product,Medium,61,80.26,2024-08-13
946,12,Port Eric,Vasquez-Jackson,Box Product,Large,162,52.92,2025-01-14
947,50,Jeffreyberg,"Vasquez, Morris and Ramos",Anything Product,Small,44,41.88,2024-12-03
948,36,South Kathyfurt,Bell Ltd,Address Product,Medium,0,94.75,2024-09-10
949,15,Greenhaven,Brock Group,Camera Product,Small,69,88.75,2024-10-26
950,8,Kathrynside,"Miller, Garcia and Wilson",Team Product,Medium,0,19.3,2024-08-01
951,20,North Jesse,"Dalton, Sanders and Cantrell",Morning Product,Large,173,96.5,2024-04-12
952,5,New Christopherberg,Horne LLC,Get Product,Medium,0,54.23,2024-10-17
953,23,East Ashley,Zamora Ltd,Town Product,Medium,80,69.48,2025-02-04
954,19,North Emilybury,West-Hernandez,Relationship Product,Large,181,53.38,2024-04-16
955,50,Leblancfort,Johnson-Bowman,Point Product,Small,39,99.25,2025-03-15
956,11,North Aaronmouth,"Jones, Martinez and Taylor",Already Product,Medium,0,54.46,2025-01-17
957,27,Jenkinsmouth,Hopkins Ltd,Today Product,Small,238,80.46,2024-11-21
958,27,North William,Gates-Pittman,Rest Product,Small,25,68.18,2024-08-24
959,26,Rebeccaside,"Tucker, Jones and Hart",Finally Product,Medium,47,68.9,2024-06-10
960,40,Brownville,Shah-Parker,Artist Product,Small,15,40.66,2025-02-24
961,27,Obrientown,Salazar-Graves,News Product,Medium,46,60.64,2024-10-18
962,12,Port Victoria,Bailey PLC,Air Product,Small,93,34.06,2025-04-05
963,29,New Jasminefort,"Massey, Lewis and Walter",Already Product,Medium,0,91.99,2024-09-12
964,6,Port Carmenfurt,"Hernandez, Davis and Williams",Little Product,Small,267,60.11,2024-04-19
965,39,North Oscar,Short-Cook,Firm Product,Medium,32,6.09,2024-10-13
966,17,Nelsonstad,Bennett-Collins,Give Product,Small,76,28.54,2025-02-10
967,11,Castillobury,"Neal, Frey and Ferguson",Market Product,Medium,0,40.65,2024-04-26
968,35,Boothmouth,"Williamson, Holden and Sims",Design Product,Small,70,95.77,2025-02-28
969,5,East Dawnmouth,Charles Ltd,Edge Product,Small,56,94.23,2025-03-02
970,37,Lake Corey,Reynolds LLC,Break Product,Small,0,46.33,2024-05-04
971,6,Howardhaven,"Williamson, Holden and Sims",Enough Product,Small,106,30.42,2024-09-02
972,10,Johnsonbury,Sullivan-Hubbard,Million Product,Medium,0,80.26,2025-03-17
973,7,Brownfurt,Rogers-Sanchez,Even Product,Large,154,97.21,2024-10-09
974,21,Dorothystad,Bennett-Collins,Industry Product,Small,44,51.91,2025-01-23
975,25,East Michele,Brennan Group,Seek Product,Small,51,5.18,2024-11-02
976,14,East Edward,Mccullough Group,Situation Product,Large,60,19.26,2024-08-18
977,25,Lake Johnnyview,Short-Cook,Firm Product,Medium,0,6.09,2024-09-05
978,30,Bentonstad,Conrad and Sons,There Product,Small,226,98.38,2024-06-25
979,47,Bensonmouth,"Walker, Zimmerman and Williams",Our Product,Medium,0,98.51,2024-04-15
980,5,Johnsonchester,Reynolds-Hill,When Product,Small,179,6.37,2024-11-09
981,29,Jacquelineburgh,"Walker, Zimmerman and Williams",Fall Product,Large,120,86.86,2024-09-10
982,22,South Jamesmouth,"Miller, Wilkins and Williams",Billion Product,Medium,57,96.98,2024-06-12
983,13,South Tracyville,Archer PLC,Than Product,Large,30,36.59,2024-07-21
984,21,Molinaburgh,"Kemp, Gillespie and Esparza",Low Product,Large,0,43.69,2024-08-17
985,32,West Brittany,"Williamson, Fox and Johnson",Goal Product,Small,17,35.28,2025-03-10
986,36,Meganberg,Williams LLC,Such Product,Large,199,7.78,2025-01-03
987,42,Mariafurt,Sanchez Group,Visit Product,Large,223,42.12,2025-02-26
988,9,Andersonside,"Turner, Armstrong and Fernandez",Type Product,Medium,219,14.89,2024-11-18
989,8,Lake Kristen,Patterson Inc,Protect Product,Medium,0,46.52,2025-03-03
990,34,New Abigail,Hunt-Tucker,Situation Product,Medium,144,48.2,2024-09-17
991,27,Gomezshire,"Garza, Perkins and Clark",Reveal Product,Medium,0,86.19,2024-09-23
992,22,Herringborough,Phillips Inc,Move Product,Medium,0,48.29,2025-03-05
993,29,Douglasbury,Russell and Sons,Song Product,Small,122,97.49,2024-09-03
994,18,South Melissaport,"Massey, Lewis and Walter",Concern Product,Medium,180,32.53,2024-05-19
995,4,Port Sarahville,Edwards LLC,Clearly Product,Medium,0,74.22,2024-11-10
996,34,Port Abigail,"Williamson, Fox and Johnson",Goal Product,Small,74,35.28,2025-03-04
997,48,Smithtown,Mitchell-Watson,Large Product,Small,234,67.35,2024-10-27
998,49,Port Nicholas,Adams and Sons,Part Product,Small,0,94.93,2024-06-27
999,1,Stevenstown,Pittman-Lucas,Skill Product,Large,62,44.73,2025-01-05
1000,44,South Brian,Long Ltd,Have Product,Medium,162,26.72,2025-03-09
1001,26,Matthewsfort,Walter PLC,Decade Product,Small,163,41.16,2024-04-18
1002,28,East Nathaniel,"Campbell, Black and Smith",Air Product,Large,124,42.38,2024-11-14
1003,40,Port Evelyn,Young-Shaw,Born Product,Small,49,69.41,2024-10-17
1004,22,Deborahfort,Knapp-Wolf,Treatment Product,Large,0,15.46,2024-06-16
1005,40,South Brittany,Hansen Inc,Note Product,Small,228,24.63,2024-07-09
1006,29,Cassandraton,Howard Inc,Forget Product,Small,154,5.25,2024-07-03
1007,47,Danielton,"Powell, Mcdaniel and Thomas",Cold Product,Large,94,51.7,2025-03-14
1008,31,Burkefurt,Rowe-Lewis,Account Product,Small,186,72.75,2024-08-11
1009,10,Thomasfurt,"Hancock, Peters and Holmes",Oil Product,Medium,208,38.61,2024-05-31
1010,4,North Susanstad,Howard Inc,Argue Product,Medium,64,82.99,2024-11-03
1011,35,Port Elizabeth,"Harris, Clark and Matthews",Perform Product,Large,100,25.65,2024-08-19
1012,41,Gabrielhaven,Bass and Sons,Box Product,Large,142,49.0,2024-07-02
1013,1,East Michael,Rios Group,Magazine Product,Medium,22,15.28,2025-01-06
1014,19,Port Betty,"Hernandez, Morrison and Villanueva",Watch Product,Large,42,12.01,2024-05-24
1015,29,Solomonfort,Rios Group,Hot Product,Large,219,53.1,2024-06-19
1016,20,Sanchezburgh,Davis-Reyes,Approach Product,Large,154,79.16,2025-03-07
1017,39,Edwardsmouth,Thomas and Sons,Effect Product,Large,122,25.74,2024-04-08
1018,39,West Cameronstad,Long and Sons,Consumer Product,Large,94,8.87,2025-01-18
1019,43,Jermainestad,"Fitzpatrick, Davis and Warren",Everybody Product,Medium,32,18.38,2024-12-30
1020,19,Ramirezmouth,Day and Sons,Control Product,Small,37,31.86,2024-12-23
1021,18,New Clinton,Combs Group,His Product,Small,98,50.85,2024-07-29
1022,44,East Garyside,Conrad and Sons,Week Product,Medium,90,26.06,2024-09-25
1023,14,Mayohaven,Martinez-Giles,Point Product,Small,208,37.44,2025-03-15
1024,17,Karenport,Brennan Group,Seek Product,Small,14,5.18,2024-10-20
1025,18,North Tommyside,Perez-Johnson,Agreement Product,Medium,27,40.34,2024-06-28
1026,9,Chavezbury,Gates-Pittman,Member Product,Large,41,70.01,2024-06-28
1027,43,Brianmouth,Chapman-Marsh,Light Product,Small,2,8.8,2024-07-22
1028,46,Smithville,Kirk-Perry,Bank Product,Medium,113,22.72,2024-12-06
1029,40,East Aprilview,"Lucas, Johnson and Alvarez",Rich Product,Medium,127,19.43,2024-12-11
1030,5,Port Joel,Snyder Ltd,Garden Product,Small,162,59.64,2024-07-20
1031,35,South Ericfort,Zamora Ltd,Voice Product,Small,237,32.95,2024-09-13
1032,44,Port Darrellshire,"Herrera, Jackson and Koch",Material Product,Small,163,69.94,2024-05-01
1033,32,East Frederick,West-Hernandez,Cup Product,Medium,114,97.48,2024-04-28
1034,49,Jenningsfurt,"Walker, Maddox and Clayton",Stop Product,Medium,0,86.46,2024-05-05
1035,35,New Samuelport,Snyder Ltd,Miss Product,Small,163,42.96,2025-03-30
1036,24,East Denise,Brown-Marshall,Reveal Product,Small,87,49.43,2024-10-13
1037,45,Alexandraton,Howard Inc,Fish Product,Large,23,26.32,2024-05-23
1038,27,Kingtown,Day and Sons,Fact Product,Large,137,57.03,2024-07-27
1039,24,Lake Jordanside,Harris-Lindsey,Skin Product,Large,0,19.34,2025-02-11
1040,25,Peterchester,"Navarro, Parker and Garcia",Sing Product,Large,0,10.66,2024-07-25
1041,4,Port Maryberg,Patterson Inc,Southern Product,Medium,18,93.8,2024-06-10
1042,43,South Andreafurt,"Hamilton, Rivera and Kelley",Draw Product,Small,28,92.65,2025-03-12
1043,44,South Brittany,Martinez-Giles,Congress Product,Medium,181,83.18,2024-07-19
1044,35,Robertsburgh,Daniels PLC,Onto Product,Medium,135,91.17,2024-10-30
1045,29,Shawnfort,Young-Shaw,Before Product,Small,146,66.28,2024-04-30
1046,17,East Amy,Brennan Group,As Product,Small,67,7.06,2024-05-23
1047,36,Lake Tara,Sawyer-Lane,Citizen Product,Medium,154,86.67,2024-10-21
1048,13,New Michele,Hansen Inc,Cover Product,Large,144,12.64,2024-08-16
1049,48,Kellyfort,Knox Group,Participant Product,Medium,78,24.55,2024-07-11
1050,5,Benjaminchester,Brennan Group,Past Product,Small,0,32.82,2024-06-06
1051,8,Lake Lisachester,"Stone, Campbell and Robbins",Compare Product,Small,166,61.2,2025-01-07
1052,33,North Nathaniel,Daniels PLC,Onto Product,Medium,220,91.17,2024-04-16
1053,35,New Darlene,"Navarro, Parker and Garcia",Sing Product,Large,248,10.66,2024-04-21
1054,16,Lake William,Vasquez-Velasquez,Car Product,Medium,87,65.28,2025-03-01
1055,16,Kathrynfurt,Brock Group,Camera Product,Small,19,88.75,2024-09-03
1056,43,Johnsonchester,Davis-Reyes,Red Product,Medium,105,48.92,2025-01-28
1057,30,Masseyhaven,Kirk-Perry,Air Product,Small,152,79.41,2024-05-02
1058,32,West Lisa,"Hamilton, Rivera and Kelley",Draw Product,Small,121,92.65,2024-05-11
1059,6,Lake Kathymouth,Patterson Inc,Win Product,Small,136,40.65,2024-06-14
1060,47,New Luke,Barrett-Roth,Body Product,Small,95,27.62,2024-07-25
1061,46,Josephmouth,Snyder-Kelly,Again Product,Medium,161,80.19,2024-07-24
1062,47,Willietown,Patterson-Mcmahon,Concern Product,Large,121,77.08,2024-10-27
1063,27,South Toni,"Atkinson, Osborn and Hamilton",Easy Product,Small,136,77.27,2024-08-27
1064,10,Thorntonmouth,Mitchell LLC,Send Product,Small,250,23.21,2024-11-28
1065,40,Cindyville,Short-Cook,Really Product,Large,145,55.97,2025-02-10
1066,45,Lake Mary,Estrada Inc,Yeah Product,Large,0,50.33,2024-08-02
1067,13,Angelamouth,Rodriguez-Palmer,Benefit Product,Medium,0,68.61,2024-08-10
1068,16,South Matthew,Davis-Russell,Current Product,Medium,12,17.78,2024-08-14
1069,28,West Chadmouth,Vasquez-Velasquez,Just Product,Medium,124,50.84,2024-06-26
1070,1,South Kelly,Hinton LLC,Perform Product,Small,102,60.9,2025-01-16
1071,15,Amberland,"Jennings, Davis and Newman",Cost Product,Large,122,91.18,2024-11-15
1072,19,West Tracy,"Williams, Schultz and Black",Phone Product,Large,41,47.17,2024-10-09
1073,12,Port Allison,Walter PLC,Thank Product,Large,130,45.21,2024-07-26
1074,23,North Heather,Davis-Reyes,Large Product,Medium,146,37.16,2025-01-03
1075,41,Port Thomas,Williams-White,Area Product,Medium,25,17.7,2024-08-09
1076,15,North Kylehaven,Zamora Ltd,Actually Product,Small,90,43.07,2024-11-08
